alpha,gamma,phi_wall,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
3.383301,0.5760252,6.4250524,2.93266,2.872683,2.806425,2.744738,2.683614,2.624365,2.567087,2.511547,2.458026,2.405746,2.356223,2.308117,2.262504,2.218643,2.176997,2.137292,2.099529,2.063775,2.02969,1.997594
2.7749074,0.5408576,9.9433598,3.972415,3.916468,3.854947,3.796435,3.737917,3.679809,3.622712,3.565577,3.509965,3.454497,3.400242,3.346688,3.294123,3.242725,3.192188,3.143195,3.095097,3.04862,3.003272,2.959415
9.3459913,0.8021479,8.2123534,3.99269,3.901756,3.796191,3.698731,3.599764,3.504617,3.409955,3.318836,3.229376,3.143697,3.060526,2.981487,2.905515,2.834432,2.766317,2.702402,2.641768,2.585558,2.532276,2.483144
2.7491378,0.865432,7.4988846,3.423843,3.334882,3.231685,3.137519,3.042566,2.952654,2.864054,2.780342,2.699117,2.623373,2.550265,2.482255,2.417569,2.357895,2.301418,2.24963,2.200757,2.155978,2.11478,2.075738
7.9575923,0.4137028,7.0980015,3.336136,3.289361,3.238441,3.190012,3.141872,3.094113,3.047495,3.000966,2.955809,2.911012,2.867219,2.824266,2.782095,2.741116,2.700823,2.66188,2.623757,2.586805,2.552604,2.517541
2.3795726,0.8775488,5.761236,2.682753,2.593047,2.491311,2.401563,2.312752,2.23151,2.153042,2.081784,2.014092,1.952899,1.895476,1.843688,1.795413,1.751859,1.711336,1.675879,1.641357,1.610287,1.581306,1.554887
3.6363712,0.8887763,5.352709,2.676843,2.583301,2.476393,2.382638,2.289786,2.205287,2.123996,2.05013,1.980558,1.917599,1.859083,1.806215,1.75742,1.713279,1.673661,1.636556,1.602316,1.571254,1.542431,1.516153
6.9698545,0.3632717,4.5761723,2.347809,2.308785,2.267959,2.229335,2.191574,2.154438,2.118793,2.083646,2.049975,2.017056,1.985261,1.954537,1.92469,1.896114,1.868322,1.841725,1.815998,1.791246,1.767483,1.744508
6.317133,0.7150231,1.7432942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9998645,0.8989646,7.2640282,3.567475,3.47086,3.357148,3.253852,3.149054,3.050337,2.952476,2.860647,2.771163,2.688146,2.608077,2.533915,2.463734,2.398949,2.33836,2.282412,2.230525,2.183387,2.138646,2.09722
6.4731207,0.683493,5.4042902,2.800357,2.726002,2.642068,2.565303,2.489889,2.418549,2.349517,2.284088,2.221685,2.162767,2.107196,2.054911,2.006007,1.960082,1.917377,1.877275,1.840119,1.805165,1.772846,1.744534
5.9270759,0.5454005,1.4164278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7587603,0.9794883,9.8943621,4.620162,4.512743,4.38435,4.266518,4.145296,4.029122,3.912228,3.799798,3.688473,3.581844,3.477846,3.37894,3.28397,3.194242,3.109438,3.030121,2.955567,2.885294,2.820817,2.761512
4.0765278,0.7182831,8.2493669,3.698243,3.621707,3.535018,3.454248,3.373006,3.294142,3.216416,3.140697,3.067026,2.995388,2.926448,2.859669,2.796041,2.734681,2.677664,2.621789,2.569465,2.51939,2.472669,2.428057
9.9364931,0.6895205,6.1848714,3.242906,3.164166,3.074549,2.992152,2.909637,2.830772,2.753535,2.679626,2.608879,2.540827,2.475925,2.41429,2.356037,2.300991,2.249331,2.200688,2.155244,2.112529,2.072718,2.035294
9.8957519,0.9823196,4.4134747,2.692342,2.58071,2.448996,2.334952,2.22441,2.123079,2.0294,1.943703,1.866693,1.796351,1.734239,1.679174,1.628279,1.582423,1.541942,1.504915,1.472579,1.442587,1.41489,1.389358
9.3914561,0.9155214,4.4361678,2.640034,2.536563,2.415826,2.311781,2.209574,2.116358,2.028709,1.948933,1.875753,1.809333,1.749326,1.694824,1.646771,1.602209,1.562039,1.525398,1.492387,1.462088,1.435974,1.410524
7.8721774,0.8019957,8.6375637,4.072671,3.983264,3.879825,3.784035,3.686793,3.592964,3.499605,3.409339,3.320673,3.235296,3.152363,3.073055,2.996787,2.92444,2.855556,2.79117,2.729413,2.67176,2.617236,2.566595
7.813742,0.8934575,9.2574429,4.343575,4.244745,4.128475,4.021318,3.911746,3.806528,3.701046,3.599674,3.499338,3.403495,3.309678,3.220926,3.134931,3.054418,2.977254,2.905964,2.83767,2.774189,2.714695,2.659146
3.2068505,0.4075334,1.8189325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9239068,0.3215871,7.1321921,3.275162,3.239227,3.200475,3.163334,3.126474,3.089639,3.053707,3.017709,2.982443,2.947449,2.912877,2.878919,2.845217,2.812322,2.779766,2.747832,2.716478,2.685605,2.655504,2.625858
7.0171168,0.8347169,9.4480544,4.307031,4.215359,4.108992,4.010335,3.909921,3.812812,3.715873,3.621879,3.529194,3.439653,3.352307,3.268494,3.187552,3.110532,3.036782,2.967215,2.90181,2.839586,2.780651,2.725936
6.7494544,0.9235885,2.5293395,1.426387,1.323946,1.210533,1.119524,1.037451,0.968848,0.909621,0.86049,0.818722,0.784239,0.754774,0.732939,0.71087,0.692322,0.675829,0.66125,0.648173,0.63626,0.625559,0.615686
4.8005439,0.8622382,8.7043052,4.000554,3.908408,3.801206,3.702296,3.601773,3.505223,3.409107,3.316733,3.226013,3.139327,3.055171,2.975444,2.898803,2.827305,2.758845,2.69488,2.634127,2.578081,2.525027,2.476009
3.0682507,0.7316973,6.3693738,2.956696,2.881184,2.795705,2.717627,2.639954,2.566328,2.495034,2.42716,2.362185,2.300626,2.242355,2.187387,2.135799,2.08728,2.042016,1.999491,1.959964,1.9228,1.88832,1.85815
6.1303163,0.6617535,9.523544,4.139085,4.066654,3.985266,3.908673,3.831549,3.75579,3.6809,3.606896,3.534524,3.462958,3.393603,3.325172,3.259344,3.19484,3.132882,3.072757,3.015137,2.959698,2.906691,2.856424
9.6203273,0.3724133,3.5199742,1.965957,1.926501,1.885472,1.847155,1.81007,1.774126,1.740014,1.706778,1.675428,1.645072,1.616164,1.588497,1.561952,1.536777,1.512523,1.489578,1.467542,1.446546,1.426525,1.40732
7.7573206,0.9520133,3.1631627,1.893103,1.789936,1.672626,1.575565,1.48581,1.40792,1.339094,1.279488,1.227767,1.182898,1.145566,1.111321,1.081195,1.05483,1.031264,1.010362,0.991258,0.974119,0.958289,0.943744
8.9568412,0.888838,6.1106143,3.329159,3.229013,3.110144,3.003555,2.896033,2.795496,2.697045,2.605588,2.517824,2.436391,2.359742,2.288946,2.223307,2.162735,2.10717,2.057046,2.009537,1.965817,1.926139,1.889145
3.7734575,0.3669275,8.3150387,3.503587,3.464513,3.422256,3.381767,3.341516,3.301283,3.261968,3.222547,3.183922,3.145532,3.107609,3.070301,3.033253,2.9971,2.961274,2.926155,2.891633,2.857673,2.82453,2.791894
9.1410045,0.4384225,5.9404279,2.992499,2.942817,2.888619,2.837489,2.786832,2.73702,2.688618,2.640672,2.594601,2.549292,2.506418,2.463605,2.422063,2.381973,2.342964,2.305638,2.269364,2.234682,2.201183,2.169061
2.9238016,0.8227232,2.8228003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5161513,0.3294024,9.4349274,3.926839,3.890171,3.850567,3.812467,3.774528,3.736438,3.69913,3.661588,3.624594,3.587722,3.551072,3.514883,3.478766,3.443248,3.407909,3.372982,3.338478,3.304248,3.270644,3.237327
3.6024013,0.8029976,1.066467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.939548,0.4417201,4.1322809,2.108753,2.062723,2.014417,1.969638,1.926221,1.884385,1.844639,1.806094,1.769908,1.734913,1.701891,1.670286,1.640259,1.611788,1.584571,1.55896,1.534424,1.511304,1.489245,1.468314
3.8062573,0.8459334,5.7745214,2.855731,2.767481,2.665171,2.573094,2.482778,2.399078,2.317753,2.242911,2.171286,2.105949,2.044088,1.987987,1.935275,1.887522,1.842851,1.803006,1.765437,1.730741,1.698364,1.668898
4.6747917,0.5030409,1.7229798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.8936134,0.9115311,7.4083513,3.853022,3.749366,3.625749,3.51355,3.399192,3.290856,3.183421,3.081623,2.982645,2.889424,2.800717,2.717449,2.639112,2.566072,2.498452,2.435335,2.37759,2.324223,2.274753,2.228658
4.3620938,0.6035138,8.6197068,3.751333,3.686699,3.614819,3.547066,3.479204,3.412472,3.346885,3.281989,3.218912,3.156432,3.096253,3.036987,2.979826,2.924135,2.870428,2.818599,2.768649,2.721416,2.676032,2.632032
5.0096213,0.8168044,4.4931259,2.362448,2.275645,2.178024,2.093025,2.009837,1.934867,1.86333,1.79924,1.738982,1.685252,1.635166,1.590525,1.549091,1.512009,1.479688,1.447873,1.41892,1.392681,1.368449,1.346147
6.0617221,0.5199677,2.6634276,1.321085,1.268678,1.215034,1.168437,1.125304,1.086557,1.05158,1.01984,0.991529,0.965519,0.942435,0.92112,0.901846,0.884122,0.867801,0.852835,0.838849,0.826007,0.813955,0.802715
6.5796639,0.9175452,8.4202604,4.059996,3.959634,3.840958,3.732294,3.621258,3.515534,3.409754,3.309218,3.21016,3.116572,3.02576,2.940586,2.859697,2.783689,2.711967,2.645264,2.583122,2.525171,2.47231,2.422137
2.235683,0.5093946,5.1930743,2.248598,2.198437,2.145429,2.096491,2.048941,2.003271,1.959809,1.917836,1.878385,1.840304,1.804579,1.770351,1.738042,1.707378,1.678267,1.650847,1.624666,1.600158,1.576748,1.554701
8.2497767,0.8648697,3.7027866,2.185473,2.090691,1.98268,1.891226,1.802899,1.72448,1.651626,1.587056,1.528195,1.476098,1.42896,1.38716,1.350976,1.31678,1.285768,1.258201,1.23285,1.210091,1.189026,1.169785
3.2501889,0.8130723,2.490216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6680724,0.8574895,9.1521244,3.955242,3.86746,3.766142,3.672335,3.577265,3.485607,3.394607,3.306739,3.220663,3.137929,3.057811,2.981353,2.908058,2.838668,2.77344,2.711237,2.652464,2.597631,2.545867,2.497796
7.295427,0.92206,3.6699259,2.144263,2.04404,1.929119,1.832422,1.740307,1.658731,1.584328,1.518547,1.459741,1.407759,1.361597,1.321019,1.285297,1.252523,1.22315,1.19689,1.172925,1.15138,1.131464,1.113358
2.7654574,0.618285,5.3356978,2.434384,2.371396,2.303478,2.241512,2.180963,2.123475,2.068522,2.016224,1.966915,1.919974,1.876166,1.83443,1.795779,1.759022,1.724918,1.692666,1.662579,1.634277,1.607714,1.582831
9.2913998,0.4212018,6.6204829,3.223069,3.174916,3.122436,3.072659,3.023222,2.974321,2.926648,2.879171,2.833269,2.787798,2.743529,2.700187,2.657816,2.616732,2.576464,2.539295,2.501313,2.464719,2.429269,2.394991
7.2646204,0.5355956,2.4674651,1.283686,1.228886,1.172764,1.124398,1.079795,1.040079,1.004401,0.972323,0.943863,0.917945,0.895062,0.874058,0.855215,0.837941,0.822131,0.807669,0.7942,0.781885,0.770342,0.759608
7.6224838,0.4802995,3.5304376,1.912066,1.862015,1.8095,1.761673,1.715706,1.672222,1.631333,1.592405,1.556262,1.521777,1.489869,1.459582,1.431318,1.404726,1.379708,1.356333,1.334164,1.313568,1.294007,1.27567
6.8704089,0.9949236,6.4155443,3.441045,3.33162,3.199944,3.081295,2.962671,2.850954,2.742948,2.641966,2.546788,2.457832,2.375938,2.299593,2.230627,2.166493,2.109675,2.055963,2.007429,1.963048,1.92341,1.885722
8.952764,0.5592208,5.6816627,2.948331,2.885338,2.815459,2.750554,2.686164,2.623908,2.563615,2.505336,2.449173,2.394506,2.342691,2.292445,2.245028,2.199403,2.156311,2.115201,2.076322,2.039484,2.004574,1.971668
3.7935256,0.3700863,4.9817125,2.316653,2.278965,2.239604,2.202365,2.165995,2.130241,2.095957,2.062169,2.029803,1.998185,1.967643,1.938148,1.909482,1.882052,1.855373,1.829821,1.805115,1.781322,1.758487,1.736384
4.2202593,0.4249269,3.458443,1.607087,1.566073,1.523926,1.48557,1.449156,1.414807,1.382875,1.352455,1.324486,1.297858,1.273092,1.249737,1.227763,1.207199,1.187655,1.169465,1.152151,1.135863,1.120455,1.105816
2.14929,0.3281412,8.4664978,3.390218,3.356659,3.320518,3.285795,3.251318,3.21678,3.183064,3.14923,3.115986,3.082967,3.050244,3.018061,2.986048,2.954684,2.923599,2.892988,2.862881,2.833116,2.804034,2.77531
4.4866115,0.8411164,3.7431083,1.931142,1.843303,1.745277,1.662976,1.584321,1.515804,1.452355,1.397155,1.346771,1.302952,1.263051,1.228245,1.196592,1.170418,1.14418,1.120946,1.0998,1.080508,1.062888,1.046511
7.6086602,0.633799,6.0975315,3.096173,3.02556,2.946283,2.873002,2.799989,2.729781,2.661345,2.595807,2.532551,2.47144,2.413376,2.357548,2.304992,2.254606,2.207534,2.162537,2.12064,2.080757,2.043574,2.008324
7.0461055,0.3130524,3.4092625,1.77806,1.746994,1.715057,1.684984,1.655974,1.627725,1.600981,1.574871,1.550067,1.526077,1.503039,1.480999,1.459654,1.439404,1.419798,1.401048,1.383039,1.365689,1.34914,1.333146
5.7638627,0.823785,6.946906,3.443905,3.35417,3.249965,3.154849,3.058859,2.967914,2.878202,2.793377,2.710972,2.634069,2.559754,2.490572,2.4247,2.363901,2.306308,2.253487,2.203624,2.157899,2.115861,2.075962
9.8202436,0.8508972,4.130976,2.46863,2.372956,2.263281,2.168534,2.075623,1.991751,1.912351,1.840816,1.774518,1.714975,1.660446,1.611483,1.56684,1.528194,1.490889,1.457598,1.427104,1.399524,1.373976,1.350782
9.8563235,0.4522619,8.573529,3.844713,3.792533,3.735389,3.680974,3.626646,3.572637,3.519652,3.466586,3.414939,3.363445,3.312967,3.263188,3.214195,3.166313,3.119077,3.073286,3.028247,2.984521,2.941852,2.900362
7.2125431,0.394937,8.3360073,3.676473,3.632077,3.583836,3.537716,3.491784,3.445954,3.401094,3.356122,3.312151,3.268387,3.225261,3.182784,3.140725,3.099645,3.058986,3.019278,2.980223,2.941966,2.904622,2.867955
3.8309315,0.8787454,4.092167,2.06802,1.976833,1.873941,1.787288,1.70408,1.630913,1.563116,1.503582,1.449327,1.401716,1.358533,1.320539,1.28865,1.256808,1.228421,1.203292,1.180213,1.159307,1.140064,1.122314
9.3615113,0.3177474,6.4533931,3.128642,3.092328,3.053174,3.015716,2.978582,2.941546,2.905469,2.869385,2.83412,2.799177,2.764742,2.730975,2.697531,2.664981,2.63282,2.601365,2.570538,2.540269,2.51278,2.483717
8.6940362,0.8172619,3.4155207,2.026443,1.937635,1.838046,1.75383,1.67288,1.601855,1.535739,1.47783,1.424791,1.378396,1.336099,1.299025,1.265158,1.237126,1.209105,1.184364,1.161754,1.141207,1.122364,1.104927
7.8933553,0.94821,1.4808005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.9490124,0.9077584,7.0251836,3.683926,3.581538,3.459634,3.349326,3.237206,3.131394,3.026855,2.928246,2.832789,2.743672,2.658558,2.579263,2.505045,2.436074,2.372417,2.313162,2.259509,2.208973,2.162868,2.119803
6.4830921,0.9772328,6.0481109,3.258331,3.151467,3.023436,2.908706,2.794421,2.687097,2.584627,2.488974,2.399167,2.315776,2.239193,2.168224,2.104114,2.044589,1.992097,1.94247,1.897836,1.856729,1.820623,1.7855
7.4963635,0.9901347,4.9824445,2.860177,2.74945,2.618631,2.504895,2.393235,2.290202,2.193628,2.104705,2.023709,1.949329,1.882897,1.821835,1.768998,1.718813,1.674587,1.634074,1.598687,1.565685,1.534987,1.506866
7.7028018,0.7206201,5.9652218,3.103017,3.022806,2.931263,2.847631,2.764033,2.684738,2.607585,2.534198,2.463616,2.396866,2.333381,2.273706,2.217448,2.164818,2.115501,2.069493,2.026532,1.986479,1.949819,1.915821
8.474835,0.7968714,6.6738153,3.448806,3.359107,3.254952,3.159877,3.063922,2.972988,2.88327,2.798398,2.715927,2.638906,2.564463,2.495106,2.429056,2.368045,2.310253,2.257214,2.207138,2.16124,2.119132,2.079016
2.0317704,0.7469608,4.2553063,1.807044,1.733744,1.654488,1.586859,1.522736,1.466124,1.413835,1.367602,1.32547,1.288016,1.254092,1.22362,1.196065,1.170971,1.148268,1.127276,1.111537,1.092845,1.07621,1.060839
9.1187263,0.3799307,3.0493238,1.695786,1.657136,1.617303,1.580539,1.54535,1.511694,1.480128,1.449717,1.421407,1.394251,1.368679,1.344421,1.321358,1.299666,1.278918,1.259438,1.240843,1.223229,1.206529,1.190577
4.3249396,0.3915173,6.3316893,2.902339,2.86079,2.815849,2.773196,2.731015,2.68929,2.648791,2.60853,2.56959,2.531419,2.49499,2.458471,2.422675,2.388089,2.35418,2.32144,2.289537,2.25862,2.228724,2.199656
6.1262021,0.4346057,6.8659156,3.201689,3.153785,3.101591,3.052089,3.002938,2.954326,2.906951,2.859782,2.81419,2.769041,2.725097,2.682092,2.640063,2.599327,2.559416,2.522554,2.484951,2.448718,2.413628,2.379705
4.9148179,0.9125456,2.2055137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9659177,0.9800269,2.8612529,1.734999,1.627881,1.506605,1.407236,1.317159,1.239877,1.172988,1.115758,1.067064,1.026011,0.99175,0.96038,0.933584,0.910373,0.889745,0.871634,0.855167,0.840395,0.826847,0.814366
6.4198406,0.5960538,8.5006816,3.812159,3.746257,3.672843,3.603665,3.534317,3.466136,3.39906,3.332704,3.268138,3.204193,3.14254,3.081794,3.02322,2.966091,2.911021,2.857818,2.806578,2.75749,2.711415,2.666342
6.8584818,0.5729924,3.0592718,1.633811,1.574843,1.512904,1.45863,1.407397,1.360861,1.318,1.278823,1.243208,1.210411,1.18081,1.153319,1.128541,1.105487,1.084405,1.064877,1.046768,1.030052,1.014361,0.999884
8.4669024,0.3582206,5.7324389,2.866089,2.825959,2.782613,2.741433,2.700721,2.66041,2.621289,2.582378,2.544693,2.508757,2.472457,2.437075,2.402323,2.368731,2.33576,2.303855,2.272755,2.242546,2.213323,2.184841
6.3954409,0.9548794,3.4948273,2.001635,1.899268,1.782367,1.684975,1.593992,1.514378,1.443287,1.381196,1.326813,1.279258,1.237732,1.202575,1.170023,1.141397,1.115811,1.092998,1.072156,1.053441,1.036116,1.020259
4.0604355,0.7248953,7.360319,3.411691,3.334167,3.246134,3.164717,3.083041,3.004451,2.927296,2.852904,2.780882,2.711651,2.646325,2.58271,2.522555,2.465238,2.411351,2.360209,2.31238,2.267103,2.224887,2.184961
7.6598394,0.6955848,4.1802232,2.320502,2.244481,2.160811,2.086495,2.01398,1.947133,1.88347,1.824878,1.769897,1.719398,1.672473,1.629362,1.589549,1.552863,1.519109,1.487839,1.45913,1.434396,1.409292,1.385947
6.424919,0.9295926,5.2235791,2.867968,2.765135,2.64538,2.540752,2.436877,2.341298,2.249985,2.166121,2.087989,2.016527,1.9511,1.891315,1.837154,1.788931,1.743524,1.702207,1.664988,1.630654,1.600965,1.571941
8.1023438,0.4804469,5.6286866,2.862224,2.808681,2.750047,2.695121,2.64079,2.587772,2.536638,2.486646,2.438425,2.391093,2.345799,2.301783,2.259532,2.218897,2.179804,2.142533,2.106598,2.072593,2.039845,2.008819
7.2412174,0.9947246,2.4468553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5856388,0.7441907,7.5052959,3.616761,3.534607,3.440623,3.3537,3.266115,3.181812,3.098649,3.018463,2.940441,2.865495,2.793407,2.725327,2.659755,2.597358,2.538447,2.482817,2.430545,2.381385,2.33531,2.292082
6.2830282,0.856477,3.0768724,1.70589,1.614631,1.513092,1.430146,1.352427,1.286063,1.226295,1.175386,1.130138,1.091558,1.057183,1.029869,1.003329,0.979592,0.958392,0.939531,0.922438,0.906801,0.892571,0.879329
5.4045376,0.7584155,3.1289136,1.629381,1.550085,1.464121,1.392414,1.325064,1.26714,1.214245,1.168747,1.127771,1.092274,1.06047,1.032516,1.007468,0.985029,0.966071,0.949075,0.93205,0.916464,0.902306,0.889211
3.3220057,0.8166978,1.0383215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1054137,0.4879037,7.7614302,3.33131,3.280304,3.224528,3.171679,3.119118,3.067179,3.016483,2.966012,2.917269,2.868953,2.82201,2.776025,2.731185,2.687695,2.645193,2.604329,2.566033,2.527528,2.49028,2.454438
8.6779549,0.3986465,3.7456635,2.048308,2.005905,1.961615,1.920353,1.880358,1.841653,1.804876,1.769062,1.735364,1.702709,1.671706,1.64202,1.613635,1.586707,1.560806,1.536406,1.512961,1.490718,1.4695,1.449235
5.7310018,0.9788266,9.1225634,4.295385,4.190165,4.064681,3.949839,3.832038,3.719649,3.607034,3.499367,3.393367,3.292563,3.194938,3.102772,3.014964,2.933171,2.855638,2.783086,2.716057,2.653036,2.595823,2.542037
2.3857637,0.7472702,7.0340211,3.131718,3.055654,2.969443,2.89028,2.811257,2.735862,2.662296,2.592345,2.52502,2.460693,2.399562,2.341562,2.28694,2.235323,2.187034,2.141511,2.099102,2.059146,2.022004,1.986971
9.9969526,0.4261721,5.9325703,3.008511,2.959798,2.906709,2.856561,2.806871,2.757943,2.710385,2.663202,2.617841,2.573044,2.530559,2.488612,2.447469,2.407744,2.369004,2.331909,2.295809,2.261204,2.227764,2.195617
2.9499315,0.9349596,6.1067173,2.953885,2.857804,2.744614,2.643305,2.543783,2.452112,2.363258,2.281547,2.204173,2.133362,2.067402,2.007183,1.951686,1.90097,1.855351,1.812625,1.77342,1.737446,1.704437,1.674683
3.8591565,0.5848018,4.487448,2.158442,2.098636,2.034704,1.976862,1.920849,1.868168,1.818294,1.771217,1.727252,1.685657,1.64718,1.610692,1.577123,1.545366,1.51594,1.488285,1.462465,1.438325,1.415606,1.394454
2.1606496,0.790408,7.5880797,3.326335,3.246001,3.15428,3.069976,2.985421,2.904663,2.825467,2.749789,2.67677,2.607698,2.54123,2.47831,2.418788,2.362755,2.310096,2.260727,2.214511,2.171276,2.130866,2.09307
6.1902952,0.4243619,1.2723155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7477785,0.855422,8.5198529,3.861286,3.771442,3.66729,3.571234,3.473846,3.380386,3.287608,3.198538,3.111336,3.028096,2.947552,2.871297,2.798312,2.730312,2.664941,2.604123,2.546516,2.493255,2.442835,2.396408
8.8403855,0.5043131,7.6404074,3.577584,3.520068,3.456685,3.396742,3.33691,3.277874,3.220036,3.162564,3.106852,3.051597,2.998051,2.945424,2.894281,2.844527,2.796112,2.749438,2.70399,2.661418,2.619708,2.579157
4.7737088,0.55835,4.0420344,2.012772,1.955517,1.89473,1.839918,1.787136,1.737688,1.691149,1.647351,1.606681,1.568274,1.532937,1.499517,1.468786,1.43984,1.412998,1.387878,1.364381,1.342501,1.321852,1.302701
9.3442487,0.3957577,5.1447167,2.684506,2.640249,2.592326,2.547158,2.502999,2.459428,2.417352,2.375697,2.33569,2.296375,2.258353,2.221433,2.185562,2.151066,2.117465,2.085356,2.054187,2.024279,1.995472,1.967722
5.8089966,0.5191727,3.752053,1.930825,1.877499,1.821301,1.770465,1.721641,1.675761,1.632675,1.591954,1.554209,1.518373,1.48545,1.454245,1.425358,1.398196,1.372833,1.34914,1.326825,1.306089,1.286453,1.268158
5.9389361,0.3381194,2.8861999,1.40898,1.377069,1.344766,1.314971,1.286771,1.259935,1.235028,1.211166,1.188995,1.167875,1.147965,1.129183,1.111264,1.094481,1.078416,1.063242,1.048801,1.035023,1.021992,1.009493
5.7574931,0.3378529,7.0036982,3.193436,3.156347,3.116326,3.078035,3.040054,3.002165,2.965237,2.928289,2.892173,2.856369,2.821082,2.786464,2.752168,2.71879,2.685799,2.653535,2.621905,2.590855,2.560634,2.533219
8.2484036,0.717377,2.8780491,1.654405,1.578047,1.495567,1.425985,1.36043,1.303332,1.250995,1.205365,1.164117,1.127926,1.095407,1.066518,1.040591,1.017181,0.996151,0.981418,0.962361,0.945721,0.930715,0.916904
3.2252235,0.8529392,5.0107328,2.448556,2.360222,2.260454,2.173426,2.087967,2.010789,1.936926,1.870563,1.808089,1.752143,1.699996,1.653342,1.610009,1.571186,1.536849,1.503733,1.473324,1.445819,1.420303,1.396893
9.2452182,0.6486402,6.2475535,3.217617,3.143954,3.060839,2.984015,2.907252,2.833438,2.761271,2.691692,2.624796,2.56075,2.499228,2.440186,2.384454,2.331166,2.28125,2.233652,2.189317,2.147096,2.107912,2.070651
7.9536735,0.4064212,7.333733,3.406855,3.360855,3.310811,3.263145,3.215743,3.168642,3.122635,3.076662,3.031953,2.987564,2.944075,2.901376,2.859355,2.818471,2.778202,2.73917,2.700918,2.663734,2.627581,2.594313
2.9589972,0.9373111,3.902315,1.865229,1.7688,1.660079,1.570413,1.486442,1.413768,1.348485,1.292078,1.242194,1.19905,1.160905,1.130606,1.09948,1.073255,1.049569,1.028672,1.00953,0.992205,0.976296,0.961578
4.0357889,0.8635713,2.50283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.04566,0.3024896,8.3098004,3.49652,3.464103,3.429211,3.395633,3.362272,3.328796,3.296088,3.263223,3.230862,3.198688,3.166731,3.135258,3.103897,3.073084,3.042503,3.012301,2.982543,2.953037,2.924148,2.895545
2.6341672,0.82037,6.56789,3.029866,2.946006,2.849604,2.762329,2.675138,2.593295,2.513783,2.439164,2.367507,2.300743,2.237337,2.178665,2.123366,2.072433,2.024637,1.980697,1.939538,1.902496,1.867142,1.834194
9.8676338,0.5267455,4.1564602,2.328795,2.270191,2.207495,2.149982,2.093888,2.040344,1.989234,1.940276,1.894166,1.849939,1.808705,1.769241,1.732466,1.697515,1.664788,1.633919,1.60486,1.577615,1.551818,1.527746
